batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=0	epoch=0	loss=0.7266	train_acc=0.4375	val_acc=0.4541
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=1	epoch=0	loss=0.7086	train_acc=0.4688	val_acc=0.4550
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=2	epoch=0	loss=0.7031	train_acc=0.4844	val_acc=0.4559
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=3	epoch=0	loss=0.7065	train_acc=0.4219	val_acc=0.5050
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=4	epoch=0	loss=0.6799	train_acc=0.5312	val_acc=0.6403
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=5	epoch=0	loss=0.6816	train_acc=0.5781	val_acc=0.7439
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=6	epoch=0	loss=0.6845	train_acc=0.5938	val_acc=0.7139
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=7	epoch=0	loss=0.6762	train_acc=0.6406	val_acc=0.6621
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=8	epoch=0	loss=0.6690	train_acc=0.5781	val_acc=0.6258
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=9	epoch=0	loss=0.6725	train_acc=0.5625	val_acc=0.6085
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=10	epoch=0	loss=0.6492	train_acc=0.6250	val_acc=0.5995
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=11	epoch=0	loss=0.6576	train_acc=0.5781	val_acc=0.6049
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=12	epoch=0	loss=0.6564	train_acc=0.5781	val_acc=0.6231
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=13	epoch=0	loss=0.6248	train_acc=0.6406	val_acc=0.6349
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=14	epoch=0	loss=0.6361	train_acc=0.6406	val_acc=0.6512
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=15	epoch=0	loss=0.6496	train_acc=0.5938	val_acc=0.6748
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=16	epoch=0	loss=0.6384	train_acc=0.6406	val_acc=0.7021
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=17	epoch=0	loss=0.5836	train_acc=0.7812	val_acc=0.7330
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=18	epoch=0	loss=0.6253	train_acc=0.7031	val_acc=0.7702
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.6, 84, step=19	epoch=0	loss=0.5952	train_acc=0.7344	val_acc=0.7902
