batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=0	epoch=0	loss=0.6986	train_acc=0.4688	val_acc=0.4423
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=1	epoch=0	loss=0.7095	train_acc=0.3125	val_acc=0.4659
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=2	epoch=0	loss=0.6841	train_acc=0.6250	val_acc=0.5350
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=3	epoch=0	loss=0.6822	train_acc=0.6562	val_acc=0.6222
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=4	epoch=0	loss=0.6877	train_acc=0.5000	val_acc=0.6912
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=5	epoch=0	loss=0.6889	train_acc=0.5000	val_acc=0.6667
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=6	epoch=0	loss=0.6800	train_acc=0.6250	val_acc=0.6267
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=7	epoch=0	loss=0.6681	train_acc=0.7500	val_acc=0.5922
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=8	epoch=0	loss=0.6753	train_acc=0.5938	val_acc=0.5822
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=9	epoch=0	loss=0.6780	train_acc=0.5312	val_acc=0.5895
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=10	epoch=0	loss=0.6768	train_acc=0.4062	val_acc=0.5967
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=11	epoch=0	loss=0.6551	train_acc=0.6250	val_acc=0.6013
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=12	epoch=0	loss=0.6573	train_acc=0.6562	val_acc=0.6058
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=13	epoch=0	loss=0.6774	train_acc=0.5312	val_acc=0.6176
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=14	epoch=0	loss=0.6485	train_acc=0.6250	val_acc=0.6312
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=15	epoch=0	loss=0.6428	train_acc=0.6250	val_acc=0.6458
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=16	epoch=0	loss=0.6258	train_acc=0.7812	val_acc=0.6594
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=17	epoch=0	loss=0.6644	train_acc=0.5625	val_acc=0.6894
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=18	epoch=0	loss=0.6524	train_acc=0.6250	val_acc=0.7366
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=19	epoch=0	loss=0.6216	train_acc=0.6875	val_acc=0.7884
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=20	epoch=0	loss=0.6149	train_acc=0.8438	val_acc=0.8156
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=21	epoch=0	loss=0.6105	train_acc=0.7812	val_acc=0.8365
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=22	epoch=0	loss=0.6285	train_acc=0.7500	val_acc=0.8638
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=23	epoch=0	loss=0.6302	train_acc=0.7812	val_acc=0.8756
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=24	epoch=0	loss=0.5710	train_acc=0.8750	val_acc=0.8837
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=25	epoch=0	loss=0.5811	train_acc=0.8750	val_acc=0.8892
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=26	epoch=0	loss=0.5782	train_acc=0.8438	val_acc=0.8856
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=27	epoch=0	loss=0.5815	train_acc=0.9375	val_acc=0.8874
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=28	epoch=0	loss=0.5642	train_acc=0.9062	val_acc=0.8937
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=29	epoch=0	loss=0.5283	train_acc=0.9375	val_acc=0.8937
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=30	epoch=0	loss=0.5361	train_acc=0.8438	val_acc=0.8983
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=31	epoch=0	loss=0.5552	train_acc=0.7500	val_acc=0.8965
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=32	epoch=0	loss=0.5016	train_acc=0.8750	val_acc=0.8946
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=33	epoch=0	loss=0.5055	train_acc=0.9375	val_acc=0.8974
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=34	epoch=0	loss=0.5190	train_acc=0.8750	val_acc=0.9019
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=35	epoch=0	loss=0.5030	train_acc=0.7812	val_acc=0.9010
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=36	epoch=0	loss=0.4692	train_acc=0.9062	val_acc=0.9010
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=37	epoch=0	loss=0.4476	train_acc=0.9375	val_acc=0.9037
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=38	epoch=0	loss=0.4604	train_acc=0.8750	val_acc=0.9055
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=39	epoch=0	loss=0.4354	train_acc=0.9375	val_acc=0.9092
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=40	epoch=0	loss=0.4235	train_acc=0.9062	val_acc=0.9155
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=41	epoch=0	loss=0.3803	train_acc=0.9375	val_acc=0.9137
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=42	epoch=0	loss=0.4726	train_acc=0.8438	val_acc=0.9228
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=43	epoch=0	loss=0.4256	train_acc=0.8438	val_acc=0.9237
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=44	epoch=0	loss=0.4032	train_acc=0.8750	val_acc=0.9237
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=45	epoch=0	loss=0.3203	train_acc=0.9688	val_acc=0.9237
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=46	epoch=0	loss=0.4027	train_acc=0.8438	val_acc=0.9264
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=47	epoch=0	loss=0.3479	train_acc=0.8750	val_acc=0.9273
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=48	epoch=0	loss=0.2954	train_acc=0.9375	val_acc=0.9255
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=49	epoch=0	loss=0.3246	train_acc=0.9062	val_acc=0.9264
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=50	epoch=0	loss=0.3103	train_acc=0.8750	val_acc=0.9128
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=51	epoch=0	loss=0.3097	train_acc=0.9062	val_acc=0.9146
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=52	epoch=0	loss=0.2744	train_acc=1.0000	val_acc=0.9228
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=53	epoch=0	loss=0.2945	train_acc=0.8750	val_acc=0.9301
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=54	epoch=0	loss=0.2732	train_acc=0.9062	val_acc=0.9346
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=55	epoch=0	loss=0.2712	train_acc=0.9062	val_acc=0.9364
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=56	epoch=0	loss=0.1802	train_acc=0.9688	val_acc=0.9364
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=57	epoch=0	loss=0.1815	train_acc=1.0000	val_acc=0.9364
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=58	epoch=0	loss=0.1878	train_acc=1.0000	val_acc=0.9364
batchsize=32, learning_rate=1e-05, max_length=512, dropout=0.4, 58, step=59	epoch=0	loss=0.2090	train_acc=0.9688	val_acc=0.9355
