batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=0	epoch=0	loss=0.6921	train_acc=0.5000	val_acc=0.7157
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=1	epoch=0	loss=0.6917	train_acc=0.6250	val_acc=0.6467
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=2	epoch=0	loss=0.6220	train_acc=0.6875	val_acc=0.5695
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=3	epoch=0	loss=0.6994	train_acc=0.4375	val_acc=0.8856
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=4	epoch=0	loss=0.5538	train_acc=0.8750	val_acc=0.8592
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=5	epoch=0	loss=0.5485	train_acc=0.8750	val_acc=0.8629
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=6	epoch=0	loss=0.5957	train_acc=0.7500	val_acc=0.9155
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=7	epoch=0	loss=0.3793	train_acc=1.0000	val_acc=0.8020
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=8	epoch=0	loss=0.4867	train_acc=0.8125	val_acc=0.8093
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=9	epoch=0	loss=0.3154	train_acc=0.8750	val_acc=0.8774
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=10	epoch=0	loss=0.1992	train_acc=0.9375	val_acc=0.9183
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=11	epoch=0	loss=0.1495	train_acc=1.0000	val_acc=0.9146
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=12	epoch=0	loss=0.1663	train_acc=1.0000	val_acc=0.9092
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=13	epoch=0	loss=0.2735	train_acc=0.8750	val_acc=0.9119
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=14	epoch=0	loss=0.1641	train_acc=1.0000	val_acc=0.9210
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=15	epoch=0	loss=0.2009	train_acc=0.9375	val_acc=0.9046
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=16	epoch=0	loss=0.3685	train_acc=0.8750	val_acc=0.9019
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=17	epoch=0	loss=0.2723	train_acc=0.8750	val_acc=0.9064
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=18	epoch=0	loss=0.2641	train_acc=0.9375	val_acc=0.9155
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=19	epoch=0	loss=0.2072	train_acc=0.8750	val_acc=0.9192
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=20	epoch=0	loss=0.3645	train_acc=0.8750	val_acc=0.9210
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=21	epoch=0	loss=0.0976	train_acc=1.0000	val_acc=0.9255
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=22	epoch=0	loss=0.0921	train_acc=1.0000	val_acc=0.9410
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=23	epoch=0	loss=0.0499	train_acc=1.0000	val_acc=0.9401
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=24	epoch=0	loss=0.5583	train_acc=0.8125	val_acc=0.9101
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=25	epoch=0	loss=0.2180	train_acc=0.8750	val_acc=0.9192
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=26	epoch=0	loss=0.1435	train_acc=0.9375	val_acc=0.9310
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=27	epoch=0	loss=0.0856	train_acc=1.0000	val_acc=0.9382
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=28	epoch=0	loss=0.0894	train_acc=1.0000	val_acc=0.9255
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=29	epoch=0	loss=0.3677	train_acc=0.8750	val_acc=0.8837
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=30	epoch=0	loss=0.3021	train_acc=0.9375	val_acc=0.8365
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=31	epoch=0	loss=0.1002	train_acc=0.9375	val_acc=0.7811
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=32	epoch=0	loss=0.6211	train_acc=0.7500	val_acc=0.8002
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=33	epoch=0	loss=0.4743	train_acc=0.7500	val_acc=0.8728
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=34	epoch=0	loss=0.3780	train_acc=0.8125	val_acc=0.9455
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=35	epoch=0	loss=0.2690	train_acc=0.8750	val_acc=0.9173
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=36	epoch=0	loss=0.3846	train_acc=0.7500	val_acc=0.8647
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=37	epoch=0	loss=0.4023	train_acc=0.8125	val_acc=0.8274
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=38	epoch=0	loss=0.2743	train_acc=0.8750	val_acc=0.8202
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=39	epoch=0	loss=0.2866	train_acc=0.8750	val_acc=0.8238
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=40	epoch=0	loss=0.3625	train_acc=0.8125	val_acc=0.8411
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=41	epoch=0	loss=0.5748	train_acc=0.6875	val_acc=0.8847
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=42	epoch=0	loss=0.5301	train_acc=0.7500	val_acc=0.9146
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=43	epoch=0	loss=0.1845	train_acc=0.9375	val_acc=0.9328
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=44	epoch=0	loss=0.1095	train_acc=1.0000	val_acc=0.9192
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=45	epoch=0	loss=0.3696	train_acc=0.8125	val_acc=0.8992
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=46	epoch=0	loss=0.2756	train_acc=0.8750	val_acc=0.8856
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=47	epoch=0	loss=0.2293	train_acc=0.8750	val_acc=0.8728
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=48	epoch=0	loss=0.3372	train_acc=0.7500	val_acc=0.8719
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=49	epoch=0	loss=0.4789	train_acc=0.8125	val_acc=0.8756
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=50	epoch=0	loss=0.1255	train_acc=1.0000	val_acc=0.8919
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=51	epoch=0	loss=0.0769	train_acc=1.0000	val_acc=0.9074
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=52	epoch=0	loss=0.2757	train_acc=0.8750	val_acc=0.9183
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=53	epoch=0	loss=0.2375	train_acc=0.8750	val_acc=0.9319
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=54	epoch=0	loss=0.2018	train_acc=0.8750	val_acc=0.9328
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=55	epoch=0	loss=0.2201	train_acc=0.8125	val_acc=0.9382
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=56	epoch=0	loss=0.1998	train_acc=0.8750	val_acc=0.9428
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=57	epoch=0	loss=0.0979	train_acc=0.9375	val_acc=0.9391
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=58	epoch=0	loss=0.2831	train_acc=0.8125	val_acc=0.9446
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=59	epoch=0	loss=0.0421	train_acc=1.0000	val_acc=0.9455
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=60	epoch=0	loss=0.0869	train_acc=1.0000	val_acc=0.9446
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=61	epoch=0	loss=0.0737	train_acc=1.0000	val_acc=0.9455
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=62	epoch=0	loss=0.2414	train_acc=0.8750	val_acc=0.9464
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=63	epoch=0	loss=0.0186	train_acc=1.0000	val_acc=0.9446
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=64	epoch=0	loss=0.4057	train_acc=0.8750	val_acc=0.9446
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=65	epoch=0	loss=0.3915	train_acc=0.9375	val_acc=0.9419
batchsize=16, learning_rate=0.0001, max_length=256, dropout=0.6, 39, step=66	epoch=0	loss=0.0455	train_acc=1.0000	val_acc=0.9410
