batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=0	epoch=0	loss=0.7009	train_acc=0.3906	val_acc=0.3987
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=1	epoch=0	loss=0.6920	train_acc=0.5625	val_acc=0.5268
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=2	epoch=0	loss=0.6896	train_acc=0.5938	val_acc=0.5550
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=3	epoch=0	loss=0.6906	train_acc=0.5625	val_acc=0.5640
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=4	epoch=0	loss=0.6802	train_acc=0.5938	val_acc=0.5550
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=5	epoch=0	loss=0.6917	train_acc=0.4844	val_acc=0.5559
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=6	epoch=0	loss=0.6832	train_acc=0.5469	val_acc=0.5595
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=7	epoch=0	loss=0.6745	train_acc=0.6250	val_acc=0.5613
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=8	epoch=0	loss=0.6561	train_acc=0.6094	val_acc=0.5631
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=9	epoch=0	loss=0.6714	train_acc=0.5156	val_acc=0.5640
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=10	epoch=0	loss=0.6588	train_acc=0.5781	val_acc=0.5704
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=11	epoch=0	loss=0.6354	train_acc=0.6406	val_acc=0.5767
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=12	epoch=0	loss=0.6245	train_acc=0.6250	val_acc=0.5786
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=13	epoch=0	loss=0.6068	train_acc=0.7031	val_acc=0.5822
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=14	epoch=0	loss=0.6586	train_acc=0.5312	val_acc=0.5922
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=15	epoch=0	loss=0.6235	train_acc=0.5781	val_acc=0.6176
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=16	epoch=0	loss=0.6150	train_acc=0.6406	val_acc=0.6458
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=17	epoch=0	loss=0.6173	train_acc=0.6406	val_acc=0.6830
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=18	epoch=0	loss=0.5836	train_acc=0.6562	val_acc=0.7257
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=19	epoch=0	loss=0.5825	train_acc=0.7344	val_acc=0.7675
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=20	epoch=0	loss=0.5455	train_acc=0.8281	val_acc=0.8011
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=21	epoch=0	loss=0.5889	train_acc=0.7656	val_acc=0.8211
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=22	epoch=0	loss=0.5530	train_acc=0.8438	val_acc=0.8510
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=23	epoch=0	loss=0.5267	train_acc=0.8594	val_acc=0.8665
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=24	epoch=0	loss=0.5169	train_acc=0.9062	val_acc=0.8828
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=25	epoch=0	loss=0.5059	train_acc=0.8594	val_acc=0.8928
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=26	epoch=0	loss=0.5114	train_acc=0.8438	val_acc=0.8983
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=27	epoch=0	loss=0.4592	train_acc=0.8594	val_acc=0.8955
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=28	epoch=0	loss=0.4764	train_acc=0.8750	val_acc=0.8955
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=29	epoch=0	loss=0.4100	train_acc=0.9219	val_acc=0.8983
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=30	epoch=0	loss=0.4347	train_acc=0.8750	val_acc=0.9028
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=31	epoch=0	loss=0.4208	train_acc=0.8750	val_acc=0.9092
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=32	epoch=0	loss=0.4660	train_acc=0.8594	val_acc=0.9228
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=33	epoch=0	loss=0.3926	train_acc=0.9219	val_acc=0.9273
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=34	epoch=0	loss=0.3579	train_acc=0.9219	val_acc=0.9246
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=35	epoch=0	loss=0.3708	train_acc=0.9219	val_acc=0.9246
batchsize=64, learning_rate=1e-05, max_length=256, dropout=0.4, 79, step=36	epoch=0	loss=0.3782	train_acc=0.8750	val_acc=0.9273
