batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=0	epoch=0	loss=0.6834	train_acc=0.5469	val_acc=0.5459
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=1	epoch=0	loss=0.6469	train_acc=0.5938	val_acc=0.5622
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=2	epoch=0	loss=0.6189	train_acc=0.5625	val_acc=0.8420
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=3	epoch=0	loss=0.5176	train_acc=0.8750	val_acc=0.9128
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=4	epoch=0	loss=0.4374	train_acc=0.9219	val_acc=0.9301
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=5	epoch=0	loss=0.2941	train_acc=0.9688	val_acc=0.9228
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=6	epoch=0	loss=0.2559	train_acc=0.9375	val_acc=0.9028
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=7	epoch=0	loss=0.2415	train_acc=0.9219	val_acc=0.9328
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=8	epoch=0	loss=0.1173	train_acc=0.9688	val_acc=0.9301
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=9	epoch=0	loss=0.2441	train_acc=0.9219	val_acc=0.9419
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=10	epoch=0	loss=0.1934	train_acc=0.9375	val_acc=0.9401
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=11	epoch=0	loss=0.1674	train_acc=0.9219	val_acc=0.9401
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=12	epoch=0	loss=0.1237	train_acc=0.9531	val_acc=0.9428
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=13	epoch=0	loss=0.1858	train_acc=0.9375	val_acc=0.9437
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=14	epoch=0	loss=0.2853	train_acc=0.8906	val_acc=0.9401
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=15	epoch=0	loss=0.1459	train_acc=0.9531	val_acc=0.9473
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=16	epoch=0	loss=0.1670	train_acc=0.9531	val_acc=0.9346
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=17	epoch=0	loss=0.1528	train_acc=0.9531	val_acc=0.9319
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=18	epoch=0	loss=0.1868	train_acc=0.9375	val_acc=0.9482
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=19	epoch=0	loss=0.1184	train_acc=0.9531	val_acc=0.9482
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=20	epoch=0	loss=0.1923	train_acc=0.9531	val_acc=0.9355
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=21	epoch=0	loss=0.1748	train_acc=0.9219	val_acc=0.9337
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=22	epoch=0	loss=0.0747	train_acc=0.9688	val_acc=0.9419
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=23	epoch=0	loss=0.2193	train_acc=0.9062	val_acc=0.9491
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=24	epoch=0	loss=0.1791	train_acc=0.9219	val_acc=0.9564
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=25	epoch=0	loss=0.3035	train_acc=0.8906	val_acc=0.9546
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=26	epoch=0	loss=0.1451	train_acc=0.9688	val_acc=0.9482
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=27	epoch=0	loss=0.0993	train_acc=0.9375	val_acc=0.9510
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=28	epoch=0	loss=0.2837	train_acc=0.8438	val_acc=0.9519
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=29	epoch=0	loss=0.0748	train_acc=0.9688	val_acc=0.9255
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=30	epoch=0	loss=0.2272	train_acc=0.8906	val_acc=0.9382
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=31	epoch=0	loss=0.1593	train_acc=0.9375	val_acc=0.9455
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=32	epoch=0	loss=0.1187	train_acc=0.9531	val_acc=0.9473
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=33	epoch=0	loss=0.1858	train_acc=0.9062	val_acc=0.9401
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=34	epoch=0	loss=0.1288	train_acc=0.9531	val_acc=0.9355
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=35	epoch=0	loss=0.2473	train_acc=0.9062	val_acc=0.9355
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=36	epoch=0	loss=0.1825	train_acc=0.9375	val_acc=0.9401
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=37	epoch=0	loss=0.1849	train_acc=0.9062	val_acc=0.9382
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=38	epoch=0	loss=0.1532	train_acc=0.9531	val_acc=0.9401
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=39	epoch=0	loss=0.2218	train_acc=0.9219	val_acc=0.9382
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=40	epoch=0	loss=0.1838	train_acc=0.9375	val_acc=0.9473
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=41	epoch=0	loss=0.1558	train_acc=0.9219	val_acc=0.9464
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=42	epoch=0	loss=0.0974	train_acc=0.9688	val_acc=0.9446
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=43	epoch=0	loss=0.0796	train_acc=0.9844	val_acc=0.9455
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=44	epoch=0	loss=0.1377	train_acc=0.9375	val_acc=0.9419
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=45	epoch=0	loss=0.1859	train_acc=0.9375	val_acc=0.9428
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=46	epoch=0	loss=0.0752	train_acc=0.9844	val_acc=0.9482
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=47	epoch=0	loss=0.0908	train_acc=0.9844	val_acc=0.9491
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=48	epoch=0	loss=0.0816	train_acc=0.9688	val_acc=0.9528
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=49	epoch=0	loss=0.1025	train_acc=0.9531	val_acc=0.9546
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=50	epoch=0	loss=0.1207	train_acc=0.9688	val_acc=0.9537
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=51	epoch=0	loss=0.2757	train_acc=0.8750	val_acc=0.9564
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=52	epoch=0	loss=0.0665	train_acc=0.9688	val_acc=0.9510
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=53	epoch=0	loss=0.1256	train_acc=0.9531	val_acc=0.9510
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=54	epoch=0	loss=0.1047	train_acc=0.9688	val_acc=0.9500
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=55	epoch=0	loss=0.1403	train_acc=0.9688	val_acc=0.9555
batchsize=64, learning_rate=0.0001, max_length=512, dropout=0.4, 88, step=56	epoch=0	loss=0.1014	train_acc=0.9844	val_acc=0.9628
