batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=0	epoch=0	loss=0.7005	train_acc=0.4844	val_acc=0.4532
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=1	epoch=0	loss=0.7022	train_acc=0.4062	val_acc=0.4559
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=2	epoch=0	loss=0.6842	train_acc=0.5781	val_acc=0.4668
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=3	epoch=0	loss=0.6936	train_acc=0.5000	val_acc=0.5568
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=4	epoch=0	loss=0.6778	train_acc=0.5781	val_acc=0.6985
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=5	epoch=0	loss=0.6849	train_acc=0.6094	val_acc=0.7875
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=6	epoch=0	loss=0.6745	train_acc=0.6562	val_acc=0.8238
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=7	epoch=0	loss=0.6718	train_acc=0.6406	val_acc=0.8129
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=8	epoch=0	loss=0.6743	train_acc=0.6406	val_acc=0.7875
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=9	epoch=0	loss=0.6728	train_acc=0.5938	val_acc=0.7666
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=10	epoch=0	loss=0.6612	train_acc=0.7188	val_acc=0.7620
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=11	epoch=0	loss=0.6472	train_acc=0.7188	val_acc=0.7684
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=12	epoch=0	loss=0.6562	train_acc=0.7188	val_acc=0.7875
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=13	epoch=0	loss=0.6351	train_acc=0.8125	val_acc=0.7956
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=14	epoch=0	loss=0.6265	train_acc=0.7344	val_acc=0.8174
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=15	epoch=0	loss=0.6209	train_acc=0.7969	val_acc=0.8274
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=16	epoch=0	loss=0.6129	train_acc=0.8281	val_acc=0.8411
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=17	epoch=0	loss=0.6103	train_acc=0.8125	val_acc=0.8583
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=18	epoch=0	loss=0.5867	train_acc=0.8906	val_acc=0.8656
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=19	epoch=0	loss=0.5866	train_acc=0.9062	val_acc=0.8747
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=20	epoch=0	loss=0.5971	train_acc=0.8125	val_acc=0.8819
batchsize=64, learning_rate=1e-05, max_length=512, dropout=0.4, 82, step=21	epoch=0	loss=0.5755	train_acc=0.8594	val_acc=0.8756
