batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=0	epoch=0	loss=0.7023	train_acc=0.3750	val_acc=0.5976
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=1	epoch=0	loss=0.7243	train_acc=0.5000	val_acc=0.7684
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=2	epoch=0	loss=0.6745	train_acc=0.7500	val_acc=0.7094
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=3	epoch=0	loss=0.6352	train_acc=0.7500	val_acc=0.5940
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=4	epoch=0	loss=0.6128	train_acc=0.6250	val_acc=0.6258
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=5	epoch=0	loss=0.6029	train_acc=0.6250	val_acc=0.6667
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=6	epoch=0	loss=0.4404	train_acc=0.8750	val_acc=0.6494
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=7	epoch=0	loss=0.4498	train_acc=0.7500	val_acc=0.6785
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=8	epoch=0	loss=0.7146	train_acc=0.6250	val_acc=0.7984
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=9	epoch=0	loss=0.4607	train_acc=0.8750	val_acc=0.8320
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=10	epoch=0	loss=0.4719	train_acc=0.8750	val_acc=0.7148
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=11	epoch=0	loss=0.4948	train_acc=0.7500	val_acc=0.7030
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=12	epoch=0	loss=0.3948	train_acc=0.8750	val_acc=0.7203
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=13	epoch=0	loss=0.5242	train_acc=0.7500	val_acc=0.7602
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=14	epoch=0	loss=0.8660	train_acc=0.6250	val_acc=0.8665
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=15	epoch=0	loss=0.1303	train_acc=1.0000	val_acc=0.8865
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=16	epoch=0	loss=0.2117	train_acc=1.0000	val_acc=0.8383
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=17	epoch=0	loss=0.3530	train_acc=0.8750	val_acc=0.8202
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=18	epoch=0	loss=0.2319	train_acc=0.8750	val_acc=0.8383
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=19	epoch=0	loss=0.5131	train_acc=0.7500	val_acc=0.8819
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=20	epoch=0	loss=0.1933	train_acc=1.0000	val_acc=0.9128
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=21	epoch=0	loss=0.2823	train_acc=0.8750	val_acc=0.9192
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=22	epoch=0	loss=0.1643	train_acc=1.0000	val_acc=0.9110
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=23	epoch=0	loss=0.3782	train_acc=0.7500	val_acc=0.9092
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=24	epoch=0	loss=0.1207	train_acc=1.0000	val_acc=0.9173
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=25	epoch=0	loss=0.0929	train_acc=1.0000	val_acc=0.9164
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=26	epoch=0	loss=0.0656	train_acc=1.0000	val_acc=0.9201
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=27	epoch=0	loss=0.0550	train_acc=1.0000	val_acc=0.9210
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=28	epoch=0	loss=0.2852	train_acc=0.8750	val_acc=0.9237
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=29	epoch=0	loss=0.0459	train_acc=1.0000	val_acc=0.9164
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=30	epoch=0	loss=0.0465	train_acc=1.0000	val_acc=0.8983
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=31	epoch=0	loss=0.5177	train_acc=0.8750	val_acc=0.8810
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=32	epoch=0	loss=0.0289	train_acc=1.0000	val_acc=0.8647
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=33	epoch=0	loss=0.0374	train_acc=1.0000	val_acc=0.8574
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=34	epoch=0	loss=0.5565	train_acc=0.8750	val_acc=0.8565
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=35	epoch=0	loss=0.3557	train_acc=0.7500	val_acc=0.9001
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=36	epoch=0	loss=0.4762	train_acc=0.7500	val_acc=0.9210
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=37	epoch=0	loss=0.0196	train_acc=1.0000	val_acc=0.9255
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=38	epoch=0	loss=0.1896	train_acc=0.8750	val_acc=0.8974
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=39	epoch=0	loss=0.0688	train_acc=1.0000	val_acc=0.8174
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=40	epoch=0	loss=0.5861	train_acc=0.7500	val_acc=0.8901
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=41	epoch=0	loss=0.1202	train_acc=1.0000	val_acc=0.9246
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=42	epoch=0	loss=0.4693	train_acc=0.8750	val_acc=0.9228
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=43	epoch=0	loss=0.1576	train_acc=0.8750	val_acc=0.9173
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=44	epoch=0	loss=0.4962	train_acc=0.7500	val_acc=0.9128
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=45	epoch=0	loss=0.2007	train_acc=0.8750	val_acc=0.9146
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=46	epoch=0	loss=0.0578	train_acc=1.0000	val_acc=0.9201
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=47	epoch=0	loss=0.1073	train_acc=1.0000	val_acc=0.9228
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=48	epoch=0	loss=0.3332	train_acc=0.8750	val_acc=0.9183
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=49	epoch=0	loss=0.1003	train_acc=1.0000	val_acc=0.9037
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=50	epoch=0	loss=0.3789	train_acc=0.8750	val_acc=0.8919
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=51	epoch=0	loss=0.1511	train_acc=1.0000	val_acc=0.8847
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=52	epoch=0	loss=0.4439	train_acc=0.6250	val_acc=0.9092
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=53	epoch=0	loss=0.0833	train_acc=1.0000	val_acc=0.9192
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=54	epoch=0	loss=0.0462	train_acc=1.0000	val_acc=0.9228
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=55	epoch=0	loss=0.0588	train_acc=1.0000	val_acc=0.9228
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=56	epoch=0	loss=0.1567	train_acc=0.8750	val_acc=0.9292
batchsize=8, learning_rate=0.0001, max_length=256, dropout=0.5, 14, step=57	epoch=0	loss=0.0560	train_acc=1.0000	val_acc=0.9255
