batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=0	epoch=0	loss=0.7437	train_acc=0.1250	val_acc=0.4432
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=1	epoch=0	loss=0.7019	train_acc=0.5000	val_acc=0.4142
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=2	epoch=0	loss=0.6968	train_acc=0.5000	val_acc=0.4169
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=3	epoch=0	loss=0.6813	train_acc=0.6250	val_acc=0.4750
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=4	epoch=0	loss=0.6954	train_acc=0.3750	val_acc=0.5286
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=5	epoch=0	loss=0.7072	train_acc=0.5000	val_acc=0.5531
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=6	epoch=0	loss=0.7122	train_acc=0.3750	val_acc=0.5613
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=7	epoch=0	loss=0.7232	train_acc=0.2500	val_acc=0.5722
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=8	epoch=0	loss=0.6925	train_acc=0.6250	val_acc=0.5831
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=9	epoch=0	loss=0.6581	train_acc=0.7500	val_acc=0.5795
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=10	epoch=0	loss=0.6819	train_acc=0.5000	val_acc=0.5804
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=11	epoch=0	loss=0.7017	train_acc=0.3750	val_acc=0.5831
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=12	epoch=0	loss=0.6923	train_acc=0.5000	val_acc=0.5867
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=13	epoch=0	loss=0.7120	train_acc=0.3750	val_acc=0.6049
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=14	epoch=0	loss=0.6871	train_acc=0.6250	val_acc=0.6122
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=15	epoch=0	loss=0.6778	train_acc=0.6250	val_acc=0.6158
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=16	epoch=0	loss=0.6655	train_acc=0.7500	val_acc=0.6094
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=17	epoch=0	loss=0.6671	train_acc=0.6250	val_acc=0.5995
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=18	epoch=0	loss=0.6900	train_acc=0.6250	val_acc=0.5949
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=19	epoch=0	loss=0.6627	train_acc=0.8750	val_acc=0.5967
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=20	epoch=0	loss=0.6931	train_acc=0.5000	val_acc=0.6004
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=21	epoch=0	loss=0.6477	train_acc=0.7500	val_acc=0.5976
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=22	epoch=0	loss=0.6656	train_acc=0.6250	val_acc=0.5940
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=23	epoch=0	loss=0.6524	train_acc=0.7500	val_acc=0.5867
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=24	epoch=0	loss=0.6657	train_acc=0.6250	val_acc=0.5804
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=25	epoch=0	loss=0.6705	train_acc=0.5000	val_acc=0.5804
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=26	epoch=0	loss=0.5580	train_acc=1.0000	val_acc=0.5713
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=27	epoch=0	loss=0.6188	train_acc=0.6250	val_acc=0.5668
batchsize=8, learning_rate=1e-05, max_length=512, dropout=0.6, 12, step=28	epoch=0	loss=0.7024	train_acc=0.3750	val_acc=0.5622
